algorithm,group_name,scenario_type,generation,HV_mean,HV_std,IGD+_mean,IGD+_std,count
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,10,0.5036949864250629,0.06449599493927745,0.11653778337410485,0.03997824139467011,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,15,0.5143989156869855,0.06235229362122621,0.1102102250877052,0.036252922284858095,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,20,0.5218179907763176,0.062136739770221,0.10604276443891011,0.03449516600897401,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,25,0.5291819933751911,0.0607861716082082,0.1019246117132028,0.032630434053842465,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,30,0.5363623031508121,0.06043121506601319,0.09746064187066336,0.030394064803541482,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,35,0.5422866496792172,0.060091557458343985,0.09441851791266956,0.029567439237811476,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,40,0.5479420315937095,0.05952573337530218,0.09128795156278113,0.02844852510556488,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,45,0.5529731747430897,0.0590341143910711,0.08862082135022728,0.027346823087587766,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,50,0.5586998090457949,0.058325962108305145,0.08494710492982958,0.025847204636074952,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,55,0.5635844357763604,0.058227425106746174,0.08220898134061642,0.024987807765276475,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,60,0.5674038152967071,0.05815610286611541,0.07987579363121393,0.024202668801834505,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,65,0.5715864790916179,0.0573066809901897,0.07755301806517945,0.023399413861676616,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,70,0.5753470470600195,0.05714446112474766,0.07531186346009022,0.023035010272595528,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,75,0.5792848746216612,0.057394938612184504,0.07309427912882124,0.022791325462151728,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,80,0.5832918973712264,0.05792882281970747,0.07090118528110764,0.022476661988583568,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,85,0.5872595266181811,0.05759993985890189,0.06849108243628388,0.022227009633966656,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,90,0.5907357862392804,0.058137841002791096,0.06659358127815793,0.02216352235913887,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,95,0.5942451962070423,0.05758820668437742,0.06446672042695056,0.02170236069646389,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,100,0.5980713998703348,0.05801767775587321,0.06255260514508618,0.021311084821285135,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,105,0.6008090854045509,0.058079934336307246,0.060984022322219646,0.021086187769439376,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,110,0.6036442149953213,0.05741157265302097,0.05930548396156212,0.02057214928494604,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,115,0.6067934065258006,0.05777355797736249,0.05772620640159547,0.02040015893543011,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,120,0.6090589272147021,0.057865405869082814,0.05662796909490884,0.020231188679362275,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,125,0.6118571341593955,0.05803700251928246,0.05509664215417735,0.019897863410820598,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,130,0.6144141654560482,0.0582182954903543,0.053814080564812516,0.01973653567574465,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,135,0.6162424593930129,0.05817555904118932,0.05283240768659845,0.019570253274704328,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,140,0.6187439753342959,0.058687261572025286,0.05184860145471637,0.019559363893502463,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,145,0.6206843709628412,0.058735663493753976,0.050895543965782594,0.019362027292097864,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,150,0.6222393514764823,0.058805036658981465,0.050084285453564824,0.019180575292178287,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,155,0.6240572577555092,0.058914696254694005,0.04936011005798666,0.019248665782265008,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,remote_hotspot,160,0.625766630341612,0.058918267352001286,0.04837094044973476,0.019039316451748126,80
