scenario_name,scenario_id,solution_type,uav_name,sortie_index,step,node_id,x,y,is_key,is_depot
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_2,1,2,50,822.1154240707504,757.4207249078532,False,False
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_2,1,3,42,673.1423198273571,820.8972071953629,False,False
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_2,1,4,38,541.9503551491603,683.2647568365148,True,False
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_2,1,5,43,535.903047426233,715.5986965952045,True,False
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_2,1,6,24,379.8232327060565,871.1561795904812,True,False
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_2,1,7,25,292.0138587016778,813.7319396307927,False,False
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_2,1,8,36,157.56459862997198,749.9342461503678,False,False
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_2,1,9,26,142.16375307866653,918.9945803593134,False,False
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_2,1,10,33,475.41948628813856,1017.0886945774602,False,False
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_2,1,11,45,644.3380719825517,961.2976368848044,False,False
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_2,1,12,34,619.8125128264422,886.0524049261893,False,False
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_2,1,13,44,688.6386836837077,892.5915826407148,False,False
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_2,1,14,0,900.0,900.0,False,True
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_3,1,0,0,900.0,900.0,False,True
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_3,1,1,29,367.41116168730025,686.3469330661027,False,False
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,uav_3,1,2,28,253.9179555352034,710.9883622463454,False,False
